id,a1,a2
6247,1686,40950
6248,36311,24234
6249,10702,37166
6250,40546,38663
6251,x6251,y6251
6252,5388,48815
6253,11261,33290
6254,32004,10418
6255,14529,46044
6256,10579,42433
6257,30242,34228
6258,23106,46700
6259,24000,16812
6260,20912,9742
6261,15178,20836
6262,6464,18955
6263,27772,37687
6264,5836,44509
6265,40557,32852
6266,48007,7539
6267,48472,49422
6268,24124,42739
6269,46654,12323
6270,5580,30015
6271,27782,24518
6272,28981,48660
6273,22828,768
6274,26342,15848
6275,11193,25350
6276,22926,36672
6277,5653,7295
6278,19838,32457
6279,30342,41624
6280,2700,43243
6281,33952,5611
6282,5191,14426
6283,29706,26642
6284,28836,6237
6285,23117,39743
6286,26914,22406
6287,21095,31260
6288,27079,551
6289,44236,41841
6290,28933,36138
6291,5866,3509
6292,46925,42925
6293,35730,34718
6294,25786,23456
6295,31483,16116
6296,43621,11505
6297,7676,30002
6298,1808,22805
6299,19801,14320
6300,39781,16715
6301,7960,26315
6302,4340,42981
6303,17271,12544
6304,43223,46866
6305,4737,6268
6306,30779,33354
6307,29064,3653
6308,47160,10945
6309,11849,42782
6310,47259,39816
6311,898,42107
6312,5428,10457
6313,19841,33257
6314,38311,19955
6315,x6315,y6315
6316,334,47906
6317,13219,28369
6318,8680,1550
6319,12947,42422
6320,20200,24386
6321,44913,44102
6322,4908,8412
6323,26382,8089
6324,44862,1412
6325,5546,23400
6326,34533,19380
6327,47493,22489
6328,32527,37452
6329,44546,24409
6330,3364,17561
6331,5156,42275
6332,28863,38586
6333,37273,35056
6334,32409,18728
6335,31658,4256
6336,24484,18155
6337,41059,20247
6338,12793,12584
6339,13939,30364
6340,8172,34316
6341,18325,35336
6342,21234,11600
6343,27546,47145
6344,38133,33223
6345,23809,25486
6346,43704,38289
6347,10672,19476
6348,7352,28084
6349,26247,28752
6350,5679,3060
6351,49716,27814
6352,26589,44199
6353,5897,46681
6354,44065,23420
6355,39158,8220
6356,2047,23705
6357,21349,23585
6358,9194,31316
6359,x6359,y6359
6360,46310,36835
6361,15007,15517
6362,x6362,y6362
6363,30487,38426
6364,6654,579
6365,27526,42460
6366,49343,24259
6367,15373,32625
6368,29545,391
6369,5759,23766
6370,25243,47259
6371,35746,31896
6372,46971,36458
6373,49231,33732
6374,25891,6484
6375,23670,26564
6376,44875,25988
6377,15637,40407
6378,31370,35882
6379,39556,788
6380,22364,10752
6381,33354,11114
6382,22246,49703
6383,39867,40837
6384,29025,34541
6385,44272,33486
6386,2679,22074
6387,32023,29282
6388,9321,27306
6389,45096,42570
6390,47770,36671
6391,49999,27740
6392,18861,2188
6393,4507,44008
6394,48275,23389
6395,4644,270
6396,44399,31477
6397,42371,22626
6398,41434,21508
6399,24781,2296
6400,36490,36793
6401,34001,29216
6402,33779,18342
6403,9967,21964
6404,x6404,y6404
6405,45557,42198
6406,11798,49529
6407,28012,16261
6408,1554,3860
6409,43963,7466
6410,41630,10403
6411,183,37058
6412,2240,14469
6413,26254,37220
6414,29641,25400
6415,7337,36592
6416,37423,21799
6417,35636,32848
6418,14843,32956
6419,22080,25411
6420,48528,27242
6421,34947,830
6422,23829,39359
6423,9476,3510
6424,10181,4008
6425,5089,10822
6426,13778,29266
6427,34037,17045
6428,39884,37643
6429,9911,46168
6430,20191,8264
6431,40103,74
6432,1854,5517
6433,45830,17031
6434,14879,20404
6435,48508,10340
6436,25481,26524
6437,34346,15154
6438,14061,15011
6439,26997,12297
6440,39508,49652
6441,33917,13045
6442,35592,23140
6443,20182,27930
6444,31179,6873
6445,41828,27944
6446,27455,39035
6447,27602,12698
6448,31303,15187
6449,15326,30230
6450,5371,9250
6451,14473,47256
6452,33695,27273
6453,1339,7308
6454,41817,5273
6455,2828,17014
6456,26921,43916
6457,31249,39619
6458,37094,44224
6459,41218,33000
6460,34306,11228
6461,37994,46089
6462,10702,21350
6463,49023,27709
6464,48183,48447
6465,46577,39977
6466,29772,27627
6467,17500,17751
6468,33833,49988
6469,29854,20258
6470,9220,16917
6471,9677,21246
6472,35908,36573
6473,34217,47848
6474,24937,44134
6475,3067,19442
6476,8984,23242
6477,9316,36736
6478,32603,3369
6479,21621,1914
6480,11587,44889
6481,39818,47124
6482,29155,41585
6483,2639,27805
6484,14016,14231
6485,10196,4747
6486,7862,35519
6487,33413,40206
6488,11080,39049
6489,47782,17171
6490,29171,27081
6491,21740,28961
6492,38930,13199
6493,35899,11223
6494,23742,41597
6495,8491,13994
6496,12500,24512
6497,16711,24375
6498,34089,38182
6499,32136,20270
6500,8564,18718
6501,17689,10133
6502,48074,20650
6503,3914,35170
6504,40281,35680
6505,46231,9332
6506,x6506,y6506
6507,13318,44658
6508,3917,8839
6509,42646,33617
6510,19710,33986
6511,22547,1117
6512,30410,2289
6513,10678,49761
6514,18784,42224
6515,29330,12534
6516,15319,30567
6517,29587,4883
6518,23125,3861
6519,40944,8598
6520,40447,2771
6521,43936,25320
6522,21611,41625
6523,22537,5277
6524,42370,23968
6525,6246,294
6526,838,21812
6527,12286,48002
6528,9517,4887
6529,32455,24107
6530,19689,22354
6531,1675,33329
6532,49007,21774
6533,39376,21107
6534,15829,45069
6535,27571,49768
6536,27274,16573
6537,22466,24099
6538,23069,37491
6539,24352,32901
6540,7778,49407
6541,8349,340
6542,36853,2747
6543,37688,8447
6544,18414,43277
6545,4111,15723
6546,4571,48291
6547,8007,1850
6548,4967,25380
6549,20331,6430
6550,10916,42944
6551,15624,313
6552,1620,23095
6553,27660,24485
6554,23796,3158
6555,x6555,y6555
6556,27570,32119
6557,27214,49002
6558,46687,294
6559,32548,7723
6560,34015,26048
6561,5090,43732
6562,24488,9624
6563,24698,12895
6564,25181,45235
6565,39649,31918
6566,16426,30067
6567,24725,19016
6568,19973,8894
6569,23226,3998
6570,26690,6560
6571,16169,26397
6572,22098,38544
6573,25099,39628
6574,37086,29963
6575,45570,14664
6576,x6576,y6576
6577,1590,41328
6578,19447,27985
6579,12401,41695
6580,26113,12709
6581,36357,12059
6582,46298,26682
6583,45278,32351
6584,16897,45
6585,39790,28351
6586,41424,36550
6587,30581,13195
6588,38104,15673
6589,31306,13117
6590,31987,10665
6591,22428,21631
6592,14099,10454
6593,15280,29730
6594,33990,14135
6595,13295,4156
6596,17576,23119
6597,5111,48697
6598,35710,47795
6599,21154,9947
6600,46035,23210
6601,49563,16566
6602,20090,48393
6603,5875,40401
6604,9910,28511
6605,42757,12756
6606,21247,7781
6607,9049,48959
6608,5390,21982
6609,12606,5440
6610,39720,46531
6611,x6611,y6611
6612,14854,27820
6613,13457,29665
6614,971,44900
6615,33092,46929
6616,2555,46434
6617,9625,46664
6618,30729,19448
6619,10182,3067
6620,42709,22873
6621,27899,19273
6622,17882,17759
6623,42574,44602
6624,37579,29267
6625,45699,25597
6626,33230,326
6627,43048,45395
6628,43872,16491
6629,41552,39605
6630,4026,24849
6631,48126,29362
6632,22637,48615
6633,7691,26477
6634,42721,126
6635,35473,48359
6636,40797,36408
6637,340,31475
6638,33297,8452
6639,3841,16774
6640,6010,15252
6641,32428,28683
6642,27135,22049
6643,20423,14487
6644,21245,9284
6645,41378,43968
6646,45307,32685
6647,26340,41810
6648,40702,23399
6649,9010,14408
6650,26638,49470
6651,9356,42142
6652,23011,31019
6653,33401,43905
6654,24105,9431
6655,x6655,y6655
6656,27423,32873
6657,28860,14838
6658,38250,4645
6659,3947,2906
6660,22508,27499
6661,33839,9652
6662,22306,15837
6663,35874,21114
6664,8032,7624
6665,46616,41649
6666,34840,17193
6667,20314,40917
6668,49998,45602
6669,38525,43861
6670,12986,34801
6671,34100,20617
6672,4285,47485
6673,11267,38873
6674,19052,46969
6675,46285,27451
6676,8910,9809
6677,38437,40965
6678,43588,41762
6679,25336,37830
6680,17264,19886
6681,1140,33092
6682,29416,47636
6683,6271,45015
6684,148,21951
6685,41035,35957
6686,34283,4502
6687,15392,4579
6688,45795,46859
6689,5583,36053
6690,21551,478
6691,17487,34806
6692,32329,12659
6693,45311,46424
6694,46742,8927
6695,21217,38035
6696,46092,12909
6697,10473,517
6698,23256,1543
6699,5344,17172
6700,39625,40288
6701,27944,35962
6702,11112,19261
6703,20182,13239
6704,38740,47101
6705,25186,9779
6706,x6706,y6706
6707,30999,42276
6708,37603,45535
6709,46903,37898
6710,46464,20521
6711,154,21945
6712,28376,41560
6713,36769,2581
6714,48119,47077
6715,3358,29910
6716,46217,13767
6717,24689,33369
6718,11936,32137
6719,35179,25559
6720,22243,7102
6721,1983,45286
6722,2626,12463
6723,18087,23784
6724,28323,5859
6725,16308,25678
6726,16961,35584
6727,24653,1164
6728,40600,40493
6729,49614,37645
6730,9083,40658
6731,37863,32856
6732,7954,8569
6733,30962,45479
6734,9003,47284
6735,9910,38197
6736,7666,24860
6737,1267,15234
6738,29781,40902
6739,37911,27404
6740,36050,40478
6741,47622,24726
6742,15239,17011
6743,36224,22475
6744,35601,22263
6745,12487,48200
6746,2615,44761
6747,40898,27819
6748,38589,13047
6749,29336,1463
6750,39662,4175
6751,35963,9862
6752,4646,12770
6753,34202,10979
6754,34607,44436
6755,48684,40898
6756,35101,5666
6757,3069,35507
6758,x6758,y6758
6759,40559,43381
6760,8453,4329
6761,2768,14495
6762,39232,1322
6763,2395,33568
6764,18004,18776
6765,40609,34544
6766,9096,17046
6767,39822,24654
6768,34145,18839
6769,27230,30884
6770,21592,20237
6771,22483,22080
6772,16321,42355
6773,15816,37851
6774,36911,41347
6775,23059,38044
6776,22631,1819
6777,3297,46154
6778,1989,21205
6779,46287,44144
6780,42261,2271
6781,5016,48954
6782,46175,30127
6783,9385,45040
6784,5419,40390
6785,14548,23040
6786,24642,14947
6787,4782,2342
6788,6735,9045
6789,34969,5582
6790,12233,25979
6791,32292,5901
6792,5263,15075
6793,141,42449
6794,14047,28634
6795,1091,25960
6796,46228,21164
6797,22136,30576
6798,12985,11544
6799,23764,22727
6800,37604,7888
6801,43491,19384
6802,40383,26637
6803,46650,19501
6804,28062,8653
6805,2185,45882
6806,4777,8570
6807,38612,17412
6808,49525,40003
6809,39990,2626
6810,18403,24925
6811,45950,35263
6812,14386,18605
6813,23529,40905
6814,21448,19587
6815,898,18406
6816,40304,10839
6817,17689,30812
6818,9828,32150
6819,31154,28965
6820,4833,9692
6821,24005,38060
6822,833,21848
6823,37696,33652
6824,45560,36987
6825,23607,17568
6826,34097,14203
6827,3881,24164
6828,3541,48552
6829,22677,26261
6830,14550,36661
6831,12858,29298
6832,1167,23302
6833,15693,24587
6834,44521,28758
6835,28564,7203
6836,10527,48444
6837,23500,17913
6838,1026,4427
6839,25728,24068
6840,2883,29223
6841,28893,23289
6842,35265,41826
6843,3963,4713
6844,46302,43711
6845,21302,21892
6846,20403,18291
6847,25026,39225
6848,36826,47869
6849,33032,10469
6850,34303,32541
6851,25218,5858
6852,42269,36830
6853,24517,24267
6854,7257,40043
6855,36790,20198
6856,34153,17842
6857,25796,25315
6858,11634,17728
6859,27553,42808
6860,29724,24379
6861,2769,13326
6862,21996,9744
6863,22300,38168
6864,45613,34711
6865,48592,27360
6866,12327,16129
6867,21690,20991
6868,35176,41473
6869,37017,20152
6870,19667,6008
6871,452,28370
6872,27991,3299
6873,33102,45039
6874,7813,2041
6875,4398,28659
6876,49186,16534
6877,38839,33306
6878,8538,20679
6879,30708,29743
6880,667,19326
6881,19989,49709
6882,44869,41554
6883,788,37467
6884,46051,15712
6885,45473,46232
6886,39707,27878
6887,10772,4248
6888,35779,31553
6889,23870,32643
6890,4621,26514
6891,24076,10854
6892,46646,10790
6893,18874,20758
6894,48022,17863
6895,9240,17517
6896,13266,9988
6897,4741,35557
6898,48582,2555
6899,2580,36881
6900,2910,11357
6901,20579,4019
6902,6548,26123
6903,41582,13821
6904,7093,38935
6905,x6905,y6905
6906,13426,25085
6907,14804,4840
6908,4876,45300
6909,35119,42674
6910,29588,44567
6911,18033,29305
6912,12061,19537
6913,45070,7855
6914,10497,39532
6915,41483,22320
6916,38121,35872
6917,11941,33945
6918,41611,38393
6919,24228,47123
6920,19277,26660
6921,22153,12094
6922,10261,16294
6923,12240,3861
6924,33797,9871
6925,39941,40492
6926,42824,34878
6927,36077,3419
6928,39005,8429
6929,9178,37906
6930,41916,19141
6931,47180,16409
6932,17802,11523
6933,22141,15346
6934,13266,36787
6935,40472,17150
6936,1591,31118
6937,40620,44835
6938,27549,16925
6939,7482,44216
6940,43453,13346
6941,12824,19394
6942,35611,40582
6943,9337,17326
6944,27069,31037
6945,49611,13905
6946,39665,4408
6947,43765,17283
6948,44595,24159
6949,38427,32571
6950,27341,24602
6951,29872,11306
6952,46423,11111
6953,20359,29508
6954,20022,32545
6955,45153,36646
6956,28221,9844
6957,14521,6680
6958,44929,44059
6959,28510,38895
6960,32426,40203
6961,37918,38479
6962,25086,44031
6963,42366,23434
6964,21004,33665
6965,33272,9267
6966,47554,4018
6967,23770,9509
6968,36706,43901
6969,29344,16914
6970,49657,19004
6971,48727,24570
6972,10681,15468
6973,26527,33123
6974,x6974,y6974
6975,28711,3985
6976,10338,31008
6977,43496,15308
6978,14604,437
6979,598,2376
6980,8441,26059
6981,30832,12502
6982,x6982,y6982
6983,2615,12628
6984,29006,24445
6985,287,18381
6986,34173,9697
6987,3097,31268
6988,12185,37107
6989,44657,20799
6990,2123,17025
6991,5401,12922
6992,35193,18439
6993,41605,45417
6994,22536,37307
6995,9145,30871
6996,37218,15978
6997,41642,41513
6998,5699,26796
6999,46383,37689
7000,16279,32958
7001,31632,23096
7002,1464,8032
7003,12284,1901
7004,44204,43994
7005,35016,41535
7006,34182,14465
7007,32504,15286
7008,27440,42753
7009,44754,20789
7010,30683,37694
7011,34856,29955
7012,32967,39579
7013,4941,15878
7014,24970,46054
7015,6521,42295
7016,8856,32546
7017,15943,44545
7018,10117,29833
7019,17476,13596
7020,12874,30388
7021,34063,39861
7022,29804,29440
7023,30911,45938
7024,41529,169
7025,23516,6315
7026,18806,1326
7027,24205,24996
7028,15,41542
7029,2120,20020
7030,49070,1746
7031,11345,20286
7032,4703,46987
7033,49122,16929
7034,23730,4834
7035,10173,21455
7036,42480,1464
7037,2517,15914
7038,20236,19264
7039,25198,45688
7040,31454,33350
7041,19360,18514
7042,10241,29642
7043,42096,38175
7044,49020,38088
7045,29575,7584
7046,43305,44870
7047,11939,8924
7048,8778,40450
7049,6346,27069
7050,42495,25776
7051,13819,39618
7052,19521,32656
7053,908,37352
7054,12115,39148
7055,4534,46274
7056,4997,33004
7057,29235,40780
7058,29191,4325
7059,31161,35915
7060,32074,20993
7061,19478,14029
7062,11484,48329
7063,48752,2126
7064,30108,30113
7065,17388,8915
7066,40938,42425
7067,10143,32752
7068,10666,20081
7069,40494,6384
7070,11382,5468
7071,22708,24374
7072,40844,33879
7073,34647,19670
7074,42526,33781
7075,16272,43183
7076,37722,35642
7077,16804,6358
7078,44370,37180
7079,32315,17347
7080,46265,21261
7081,16173,13387
7082,41585,983
7083,21635,2051
7084,6074,31552
7085,44195,43074
7086,31015,37398
7087,43319,11189
7088,45830,42773
7089,15388,29187
7090,24482,4008
7091,4730,711
7092,5607,26348
7093,3189,49689
7094,x7094,y7094
7095,16763,27093
7096,39421,22635
7097,28329,17295
7098,37120,10085
7099,788,19187
7100,22898,39005
7101,43842,36601
7102,32269,26744
7103,24330,48343
7104,45323,42021
7105,40005,3657
7106,18908,9947
7107,28602,34083
7108,39795,836
7109,10239,35596
7110,8267,9118
7111,45262,43097
7112,18548,16229
7113,34452,15750
7114,34401,25190
7115,9372,48879
7116,27838,7134
7117,16789,10548
7118,14555,33812
7119,28120,2769
7120,930,3361
7121,38119,38765
7122,894,45544
7123,18225,34184
7124,23079,34802
7125,13665,49782
7126,13536,31907
7127,12415,26541
7128,41173,36270
7129,37303,49936
7130,44290,20196
7131,38609,14916
7132,35732,27418
7133,26281,9726
7134,34613,15064
7135,4599,49167
7136,31315,21924
7137,x7137,y7137
7138,20458,43421
7139,16880,22743
7140,6105,34372
7141,12214,33967
7142,15977,46212
7143,6787,10131
7144,33067,49785
7145,21029,49769
7146,8073,39635
7147,1859,20444
7148,42699,5579
7149,28879,19859
7150,29258,3166
7151,22674,34455
7152,24421,6024
7153,28441,7334
7154,30211,38750
7155,12305,40776
7156,48004,40179
7157,4433,39419
7158,17628,36214
7159,48806,11103
7160,11999,38908
7161,27104,2541
7162,28926,20093
7163,32050,11091
7164,41244,43028
7165,2296,9171
7166,17787,16905
7167,8370,39840
7168,42003,14778
7169,7118,25257
7170,18429,27716
7171,40740,3338
7172,49761,3107
7173,29104,16993
7174,35207,33334
7175,28559,37876
7176,46959,24169
7177,23244,30312
7178,43017,45686
7179,23393,30789
7180,12803,20806
7181,40870,29372
7182,15190,1645
7183,9080,17679
7184,27079,30203
7185,15816,34726
7186,30234,44090
7187,11031,35892
7188,26336,43628
7189,22478,43303
7190,38211,1929
7191,8556,25503
7192,46941,30878
7193,22248,12110
7194,40008,45969
7195,18923,38639
7196,33580,35240
7197,43715,44296
7198,14260,29789
7199,24691,46569
7200,31330,24721
7201,47278,27599
7202,46520,814
7203,25951,5300
7204,28196,42587
7205,17508,1716
7206,1641,2357
7207,4548,36698
7208,803,31306
7209,96,36616
7210,16398,8418
7211,46620,39874
7212,8413,24152
7213,16437,47950
7214,2453,20638
7215,20678,24225
7216,36042,27831
7217,14794,17023
7218,46509,3305
7219,14969,25394
7220,35022,2546
7221,44302,16204
7222,48116,27603
7223,20628,43777
7224,32003,31253
7225,5439,8560
7226,37696,8449
7227,38638,13351
7228,19415,18224
7229,19135,30530
7230,46865,14633
7231,21020,44584
7232,21658,10157
7233,44749,13816
7234,23637,24842
7235,12188,48774
7236,17960,11729
7237,1448,8373
7238,35319,39647
7239,34650,29096
7240,14951,28674
7241,2429,19845
7242,25368,19777
7243,26468,6777
7244,12818,24487
7245,21113,2713
7246,33753,11578
7247,4596,8285
7248,4250,34325
7249,47975,9819
7250,48728,7412
7251,48575,18322
7252,40170,48622
7253,15522,45118
7254,31819,10069
7255,1966,4975
7256,9618,45588
7257,15734,1178
7258,20585,48473
7259,39828,8427
7260,23978,14101
7261,46639,42087
7262,22684,10420
7263,8350,47711
7264,18550,38941
7265,30430,7860
7266,33856,5200
7267,32775,38733
7268,28857,20912
7269,x7269,y7269
7270,48042,37491
7271,19002,5129
7272,45129,29463
7273,49920,43807
7274,48444,31070
7275,39107,14084
7276,6428,4358
7277,18232,46668
7278,46236,3534
7279,9326,35664
7280,17402,44934
7281,10650,22805
7282,43822,25184
7283,17377,43438
7284,34199,15627
7285,x7285,y7285
7286,24990,44498
7287,x7287,y7287
7288,28275,45178
7289,11173,575
7290,34287,28059
7291,34856,25873
7292,2453,7614
7293,33176,46140
7294,18414,15321
7295,22309,28043
7296,47913,3854
7297,517,37677
7298,4078,37239
7299,12306,27054
7300,41683,1699
7301,9783,21140
7302,615,49397
7303,6824,21665
7304,29463,44896
7305,6709,30669
7306,46199,30421
7307,4918,638
7308,4073,15738
7309,23234,16308
7310,39523,29334
7311,8946,43832
7312,22933,22467
7313,13959,16821
7314,4323,15740
7315,9556,34735
7316,23891,18993
7317,19161,35757
7318,49691,13827
7319,37002,18495
7320,44411,1781
7321,47837,17511
7322,40814,41847
7323,33458,28528
7324,7244,2136
7325,18996,32495
7326,22410,13158
7327,32234,22176
7328,40623,9639
7329,41830,14111
7330,37585,6324
7331,10566,32705
7332,30066,24739
7333,18523,31114
7334,37471,14913
7335,21208,31663
7336,9529,38405
7337,13414,2957
7338,25224,3751
7339,10748,32127
7340,8911,13946
7341,8797,4813
7342,45799,13707
7343,18772,6308
7344,33580,6980
7345,40399,18341
7346,24822,3685
7347,19695,11222
7348,923,23528
7349,24528,31145
7350,x7350,y7350
7351,25982,2274
7352,25556,17921
7353,14339,33987
7354,30849,31331
7355,17850,654
7356,5951,3415
7357,31378,14738
7358,5636,2199
7359,9137,45262
7360,24246,16735
7361,31980,7169
7362,24567,38624
7363,42346,38419
7364,24633,47008
7365,37693,33648
7366,38665,27202
7367,22750,48872
7368,16938,2084
7369,21718,47016
7370,36609,2917
7371,3659,21259
7372,44848,47636
7373,14416,8662
7374,40128,12731
7375,26080,43807
7376,24375,27074
7377,41958,5378
7378,36015,43375
7379,30594,21558
7380,31886,20734
7381,45751,47354
7382,44212,42170
7383,16024,12274
7384,7455,31705
7385,28571,5938
7386,40923,24292
7387,3210,34990
7388,4634,29829
7389,39382,13741
7390,37412,6190
7391,6012,40705
7392,16419,48163
7393,20758,15581
7394,14947,24634
7395,30610,8461
7396,2504,16195
7397,503,13873
7398,9748,44083
7399,37325,21796
7400,18093,4243
7401,652,44379
7402,6525,19912
7403,888,22228
7404,34326,15036
7405,43433,1416
7406,30657,46718
7407,22137,37990
7408,49376,4712
7409,37778,42884
7410,14621,5690
7411,9613,2753
7412,6194,18050
7413,32285,47303
7414,26217,44429
7415,33517,25172
7416,12773,8205
7417,24781,48230
7418,42408,10336
7419,33553,15371
7420,32832,15470
7421,39293,4906
7422,29542,4137
7423,22428,39251
7424,26984,23650
7425,13038,10059
7426,26298,4684
7427,8637,48992
7428,4164,11003
7429,21096,33167
7430,27542,44430
7431,37625,42735
7432,x7432,y7432
7433,19177,21207
7434,33245,15813
7435,5554,10702
7436,16207,3963
7437,12367,11778
7438,40035,20809
7439,29334,25519
7440,29969,12019
7441,25407,6361
7442,45733,47186
7443,44611,22533
7444,22208,16915
7445,18581,38715
7446,28781,22997
7447,48164,30796
7448,24030,35451
7449,312,26436
7450,x7450,y7450
7451,32762,16238
7452,18655,18969
7453,16006,3945
7454,3726,43422
7455,29952,26755
7456,6563,48672
7457,28487,28699
7458,41999,39451
7459,12172,26531
7460,27118,23608
7461,35640,3516
7462,46322,15031
7463,4902,13589
7464,17112,29662
7465,18945,29057
7466,48754,23641
7467,8089,48672
7468,20916,5269
7469,43752,22639
7470,x7470,y7470
7471,16149,39681
7472,27451,37586
7473,1901,44009
7474,47719,26979
7475,34242,23647
7476,x7476,y7476
7477,46660,17634
7478,43096,699
7479,24411,10939
7480,7507,49329
7481,x7481,y7481
7482,17757,42469
7483,37381,4207
7484,x7484,y7484
7485,11163,48633
7486,23690,11664
7487,18639,42940
7488,16829,17231
7489,47637,45483
7490,35390,43589
7491,27925,17343
7492,29771,44721
7493,37953,38617
7494,10642,935
7495,16568,29068
7496,9969,45720
7497,37797,39539
7498,11889,34422
7499,13859,40182
7500,34602,45427
7501,26430,28333
7502,28131,7535
7503,25335,20885
7504,37314,3595
7505,12877,1551
7506,47324,13777
7507,48358,33237
7508,1895,41231
7509,43650,17786
7510,8067,33597
7511,19104,37385
7512,40742,8724
7513,40461,39166
7514,10684,19755
7515,39509,16508
7516,43964,31224
7517,9873,40239
7518,49657,29892
7519,x7519,y7519
7520,26107,48871
7521,5671,33810
7522,3363,29185
7523,22632,20902
7524,20301,47533
7525,34705,8211
7526,35095,33283
7527,25609,9131
7528,18080,12515
7529,42058,39129
7530,40304,4278
7531,29780,9392
7532,49458,25924
7533,5904,34691
7534,45394,3796
7535,12216,35816
7536,27679,49297
7537,1655,37602
7538,37317,43796
7539,28983,20770
7540,19388,26619
7541,6560,44750
7542,31431,28329
7543,36605,19381
7544,27816,44140
7545,47106,44115
7546,10780,9429
7547,46329,39206
7548,43415,11277
7549,8601,37048
7550,36377,48467
7551,x7551,y7551
7552,8228,39798
7553,16810,16190
7554,44327,27680
7555,25646,4451
7556,6570,23207
7557,45473,6625
7558,32479,36291
7559,10709,21906
7560,48566,34430
7561,46015,3577
7562,x7562,y7562
7563,35957,47376
7564,31270,25603
7565,20148,21859
7566,46771,38402
7567,29155,49887
7568,37499,35583
7569,39799,20447
7570,36744,15261
7571,32541,7683
7572,45854,10118
7573,21587,36358
7574,12156,14376
7575,7928,41804
7576,4042,48228
7577,11511,29125
7578,34297,47925
7579,44508,45686
7580,26381,26987
7581,24903,40066
7582,17721,11362
7583,29184,1740
7584,5176,44555
7585,30365,34368
7586,25928,9167
7587,30433,2772
7588,34591,22586
7589,20830,2805
7590,8762,43445
7591,29350,21159
7592,47507,18410
7593,32698,35161
7594,30125,14150
7595,39308,49853
7596,45370,10694
7597,38077,48463
7598,19124,4230
7599,12139,43917
7600,x7600,y7600
7601,29362,17087
7602,8364,25250
7603,22167,7409
7604,33935,46308
7605,12631,36519
7606,27136,36274
7607,49012,862
7608,28120,10922
7609,6825,24239
7610,35257,9022
7611,8919,2887
7612,31303,3046
7613,6478,47332
7614,41710,10160
7615,48110,4999
7616,19747,8732
7617,21468,23973
7618,22727,33234
7619,20827,11854
7620,8359,32163
7621,15051,25905
7622,27842,45294
7623,44468,25454
7624,32437,13562
7625,38195,36840
7626,36018,18114
7627,33810,34688
7628,13215,5689
7629,9974,22014
7630,35452,23877
7631,42001,43567
7632,18027,18986
7633,38920,39691
7634,5266,43560
7635,28267,32546
7636,36468,29282
7637,16081,19537
7638,3297,26152
7639,9817,39112
7640,872,32073
7641,6147,15555
7642,32090,45978
7643,x7643,y7643
7644,31422,44177
7645,25950,16006
7646,28545,46269
7647,6574,17031
7648,45958,28457
7649,20631,49948
7650,5303,37269
7651,45118,4458
7652,41892,46055
7653,778,23953
7654,49,41123
7655,4938,18731
7656,12142,22282
7657,1735,3915
7658,49245,29337
7659,27810,1831
7660,24604,18156
7661,16637,45148
7662,9070,38112
7663,35625,3417
7664,47155,6331
7665,3013,15624
7666,8838,17011
7667,30034,28870
7668,45159,30385
7669,25027,9321
7670,7327,2437
7671,371,17851
7672,46530,29741
7673,27863,31248
7674,26440,43866
7675,6632,34785
7676,13549,43210
7677,48717,10582
7678,33705,21357
7679,45307,41477
7680,42677,40850
7681,35972,35684
7682,10841,11567
7683,44032,13402
7684,41558,2241
7685,40655,24405
7686,12376,8427
7687,30515,21440
7688,2751,1007
7689,34936,14640
7690,24997,15363
7691,6080,34157
7692,11694,44452
7693,45746,12817
7694,30763,18156
7695,31922,42211
7696,47554,8840
7697,838,32393
7698,2391,42967
7699,20534,40576
7700,43805,21538
7701,48118,33050
7702,28943,40143
7703,40944,18537
7704,37113,46162
7705,9027,48436
7706,x7706,y7706
7707,6373,13078
7708,19115,11296
7709,30663,12680
7710,5605,45381
7711,20893,2636
7712,44913,14895
7713,12821,42156
7714,42433,467
7715,16148,1389
7716,6889,34044
7717,11339,5681
7718,42208,8280
7719,46290,8321
7720,38687,18624
7721,29986,44269
7722,41913,6208
7723,49963,20914
7724,3976,48670
7725,12459,10550
7726,24623,45334
7727,19089,684
7728,29147,14663
7729,41154,23849
7730,14526,3325
7731,13464,29681
7732,10032,37752
7733,27120,25616
7734,27041,49880
7735,10517,26809
7736,10763,28198
7737,43935,48993
7738,34680,10592
7739,42933,4254
7740,29020,29486
7741,46664,32614
7742,39642,10812
7743,7047,27614
7744,19443,23485
7745,36237,46103
7746,35216,4282
7747,16246,44218
7748,43829,17499
7749,31837,47283
7750,20980,35107
7751,17258,7242
7752,7187,36343
7753,23172,42780
7754,17805,9106
7755,34517,45960
7756,18254,2793
7757,26653,15174
7758,3490,31851
7759,26102,42061
7760,17568,49227
7761,43645,31654
7762,3303,47464
7763,8924,24485
7764,45373,27990
7765,39133,33404
7766,22172,44269
7767,47331,43670
7768,35466,5983
7769,6911,42741
7770,7464,39758
7771,7812,28313
7772,3442,27056
7773,20962,28454
7774,2994,16761
7775,44670,25760
7776,26994,48670
7777,45513,33355
7778,40471,32111
7779,21222,11583
7780,31863,34190
7781,38853,1307
7782,23838,18214
7783,12789,44929
7784,12128,40423
7785,4742,8833
7786,2029,6595
7787,19591,25420
7788,16073,9151
7789,10952,21123
7790,45123,1335
7791,9486,442
7792,37401,18910
7793,1408,23731
7794,8858,10459
7795,41007,12533
7796,10419,42468
7797,49334,29060
7798,2002,15588
7799,8944,47861
7800,24567,1214
