a1,a2,ub_a1,lb_a1,ub_a2,lb_a2,cet_r,bst_r,pos_r
5300,5300,1,1,5300,5300,1,1,1
12312,12312,1,1,12312,12312,1,1,1
19660,19660,1,1,19660,19660,1,1,1
29248,29248,1,1,29248,29248,1,1,1
22268,22268,1,1,22268,22268,1,1,1
27130,27130,1,1,27130,27130,1,1,1
27698,27698,1,1,27698,27698,1,1,1
13421,13421,1,1,13421,13421,1,1,1
5840,5840,1,1,5840,5840,1,1,1
27330,27330,1,1,27330,27330,1,1,1
16146,16146,1,1,16146,16146,1,1,1
18469,18469,1,1,18469,18469,1,1,1
29610,29610,1,1,29610,29610,1,1,1
15438,15438,1,1,15438,15438,1,1,1
20628,20628,1,1,20628,20628,1,1,1
9819,9819,1,1,9819,9819,1,1,1
22895,22895,1,1,22895,22895,1,1,1
12135,12135,1,1,12135,12135,1,1,1
12477,12477,1,1,12477,12477,1,1,1
6326,6326,1,1,6326,6326,1,1,1
18612,18612,1,1,18612,18612,1,1,1
12536,12536,1,1,12536,12536,1,1,1
28414,28414,1,1,28414,28414,1,1,1
4589,4589,1,1,4589,4589,1,1,1
21051,21051,1,1,21051,21051,1,1,1
154,154,1,1,154,154,1,1,1
19201,19201,1,1,19201,19201,1,1,1
24433,24433,1,1,24433,24433,1,1,1
5630,5630,1,1,5630,5630,1,1,1
23898,23898,1,1,23898,23898,1,1,1
23865,23865,1,1,23865,23865,1,1,1
10114,10114,1,1,10114,10114,1,1,1
12318,12318,1,1,12318,12318,1,1,1
21773,21773,1,1,21773,21773,1,1,1
7298,7298,1,1,7298,7298,1,1,1
512,512,1,1,512,512,1,1,1
3783,3783,1,1,3783,3783,1,1,1
16564,16564,1,1,16564,16564,1,1,1
23154,23154,1,1,23154,23154,1,1,1
286,286,1,1,286,286,1,1,1
22624,22624,1,1,22624,22624,1,1,1
29714,29714,1,1,29714,29714,1,1,1
12315,12315,1,1,12315,12315,1,1,1
17581,17581,1,1,17581,17581,1,1,1
26051,26051,1,1,26051,26051,1,1,1
908,908,1,1,908,908,1,1,1
17912,17912,1,1,17912,17912,1,1,1
22432,22432,1,1,23432,22432,1,1,1
8031,8031,1,1,8031,8031,1,1,1
11492,11492,1,1,11492,11492,1,1,1
24722,24722,1,1,24722,24722,1,1,1
21103,21103,1,1,21103,21103,1,1,1
12576,12576,1,1,12576,12576,1,1,1
25474,25474,1,1,25474,25474,1,1,1
21946,21946,1,1,21946,21946,1,1,1
3887,3887,1,1,3887,3887,1,1,1
29528,29528,1,1,29528,29528,1,1,1
9483,9483,1,1,9483,9483,1,1,1
9646,9646,1,1,9646,9646,1,1,1
11731,11731,1,1,11731,11731,1,1,1
13542,13542,1,1,13542,13542,1,1,1
13169,13169,1,1,13169,13169,1,1,1
5421,5421,1,1,5421,5421,1,1,1
13820,13820,1,1,13820,13820,1,1,1
29593,29593,1,1,29593,29593,1,1,1
22160,22160,1,1,22160,22160,1,1,1
25538,25538,1,1,25538,25538,1,1,1
24170,24170,1,1,24170,24170,1,1,1
1453,1453,1,1,1453,1453,1,1,1
4779,4779,1,1,4779,4779,1,1,1
4222,4222,1,1,4222,4222,1,1,1
9801,9801,1,1,9801,9801,1,1,1
13284,13284,1,1,13284,13284,1,1,1
9563,9563,1,1,9563,9563,1,1,1
5622,5622,1,1,5622,5622,1,1,1
20431,20431,1,1,21431,20431,1,1,1
4212,4212,1,1,4212,4212,1,1,1
14097,14097,1,1,14097,14097,1,1,1
9871,9871,1,1,9871,9871,1,1,1
27370,27370,1,1,27370,27370,1,1,1
29871,29871,1,1,29871,29871,1,1,1
19807,19807,1,1,19807,19807,1,1,1
16824,16824,1,1,16824,16824,1,1,1
25803,25803,1,1,25803,25803,1,1,1
24969,24969,1,1,24969,24969,1,1,1
2886,2886,1,1,2886,2886,1,1,1
21742,21742,1,1,21742,21742,1,1,1
28003,28003,1,1,28003,28003,1,1,1
25598,25598,1,1,25598,25598,1,1,1
20150,20150,1,1,20150,20150,1,1,1
10780,10780,1,1,10780,10780,1,1,1
14677,14677,1,1,14677,14677,1,1,1
17634,17634,1,1,17634,17634,1,1,1
17057,17057,1,1,17057,17057,1,1,1
24720,24720,1,1,24720,24720,1,1,1
4966,4966,1,1,4966,4966,1,1,1
17016,17016,1,1,17016,17016,1,1,1
21241,21241,1,1,21241,21241,1,1,1
16266,16266,1,1,16266,16266,1,1,1
28467,28467,1,1,28467,28467,1,1,1
17620,17620,1,1,17620,17620,1,1,1
7350,7350,1,1,7350,7350,1,1,1
19783,19783,1,1,19783,19783,1,1,1
17628,17628,1,1,17628,17628,1,1,1
7965,7965,1,1,7965,7965,1,1,1
3924,3924,1,1,3924,3924,1,1,1
460,460,1,1,460,460,1,1,1
23115,23115,1,1,23115,23115,1,1,1
15097,15097,1,1,15097,15097,1,1,1
21449,21449,1,1,21449,21449,1,1,1
26276,26276,1,1,26276,26276,1,1,1
28225,28225,1,1,28225,28225,1,1,1
21828,21828,1,1,21828,21828,1,1,1
7170,7170,1,1,7170,7170,1,1,1
9973,9973,1,1,9973,9973,1,1,1
9324,9324,1,1,9324,9324,1,1,1
21027,21027,1,1,21027,21027,1,1,1
24548,24548,1,1,24548,24548,1,1,1
1712,1712,1,1,1712,1712,1,1,1
18429,18429,1,1,18429,18429,1,1,1
25808,25808,1,1,25808,25808,1,1,1
3542,3542,1,1,3542,3542,1,1,1
29484,29484,1,1,29484,29484,1,1,1
11922,11922,1,1,11922,11922,1,1,1
16406,16406,1,1,16406,16406,1,1,1
19714,19714,1,1,19714,19714,1,1,1
6481,6481,1,1,6481,6481,1,1,1
9782,9782,1,1,9782,9782,1,1,1
8855,8855,1,1,8855,8855,1,1,1
9647,9647,1,1,9647,9647,1,1,1
14000,14000,1,1,14000,14000,1,1,1
3918,3918,1,1,3918,3918,1,1,1
13348,13348,1,1,13348,13348,1,1,1
26825,26825,1,1,26825,26825,1,1,1
3745,3745,1,1,3745,3745,1,1,1
18187,18187,1,1,18187,18187,1,1,1
4929,4929,1,1,4929,4929,1,1,1
2196,2196,1,1,2196,2196,1,1,1
11245,11245,1,1,11245,11245,1,1,1
25600,25600,1,1,25600,25600,1,1,1
4303,4303,1,1,4303,4303,1,1,1
29801,29801,1,1,29801,29801,1,1,1
14109,14109,1,1,14109,14109,1,1,1
7250,7250,1,1,7250,7250,1,1,1
23742,23742,1,1,23742,23742,1,1,1
10287,10287,1,1,10287,10287,1,1,1
8067,8067,1,1,8067,8067,1,1,1
22210,22210,1,1,22210,22210,1,1,1
16943,16943,1,1,16943,16943,1,1,1
10414,10414,1,1,10414,10414,1,1,1
1294,1294,1,1,1294,1294,1,1,1
5255,5255,1,1,5255,5255,1,1,1
26366,26366,1,1,26366,26366,1,1,1
11207,11207,1,1,11207,11207,1,1,1
17271,17271,1,1,17271,17271,1,1,1
12196,12196,1,1,12196,12196,1,1,1
16103,16103,1,1,16103,16103,1,1,1
11391,11391,1,1,11391,11391,1,1,1
7168,7168,1,1,7168,7168,1,1,1
417,417,1,1,417,417,1,1,1
13608,13608,1,1,13608,13608,1,1,1
20295,20295,1,1,20295,20295,1,1,1
438,438,1,1,438,438,1,1,1
13926,13926,1,1,13926,13926,1,1,1
18163,18163,1,1,18163,18163,1,1,1
4107,4107,1,1,4107,4107,1,1,1
24349,24349,1,1,25349,24349,1,1,1
8993,8993,1,1,8993,8993,1,1,1
27966,27966,1,1,27966,27966,1,1,1
13527,13527,1,1,13527,13527,1,1,1
14194,14194,1,1,14194,14194,1,1,1
4246,4246,1,1,5246,4246,1,1,1
3995,3995,1,1,3995,3995,1,1,1
16525,16525,1,1,16525,16525,1,1,1
10425,10425,1,1,10425,10425,1,1,1
14911,14911,1,1,14911,14911,1,1,1
16542,16542,1,1,16542,16542,1,1,1
29036,29036,1,1,29036,29036,1,1,1
17901,17901,1,1,17901,17901,1,1,1
27166,27166,1,1,27166,27166,1,1,1
25114,25114,1,1,25114,25114,1,1,1
22842,22842,1,1,22842,22842,1,1,1
4762,4762,1,1,4762,4762,1,1,1
13198,13198,1,1,13198,13198,1,1,1
3768,3768,1,1,3768,3768,1,1,1
1712,1712,1,1,1712,1712,1,1,1
28527,28527,1,1,28527,28527,1,1,1
20935,20935,1,1,20935,20935,1,1,1
28214,28214,1,1,28214,28214,1,1,1
10048,10048,1,1,10048,10048,1,1,1
21608,21608,1,1,21608,21608,1,1,1
14470,14470,1,1,14470,14470,1,1,1
13811,13811,1,1,13811,13811,1,1,1
24830,24830,1,1,24830,24830,1,1,1
22951,22951,1,1,22951,22951,1,1,1
2727,2727,1,1,2727,2727,1,1,1
2686,2686,1,1,2686,2686,1,1,1
11119,11119,1,1,11119,11119,1,1,1
23307,23307,1,1,23307,23307,1,1,1
20666,20666,1,1,20666,20666,1,1,1
27756,27756,1,1,27756,27756,1,1,1
28621,28621,1,1,28621,28621,1,1,1
22326,22326,1,1,22326,22326,1,1,1
26010,26010,1,1,26010,26010,1,1,1
6061,6061,1,1,6061,6061,1,1,1
24909,24909,1,1,24909,24909,1,1,1
3398,3398,1,1,3398,3398,1,1,1
17861,17861,1,1,17861,17861,1,1,1
23070,23070,1,1,23070,23070,1,1,1
13884,13884,1,1,13884,13884,1,1,1
5443,5443,1,1,5443,5443,1,1,1
10719,10719,1,1,10719,10719,1,1,1
7212,7212,1,1,7212,7212,1,1,1
29202,29202,1,1,29202,29202,1,1,1
14898,14898,1,1,14898,14898,1,1,1
156,156,1,1,156,156,1,1,1
23827,23827,1,1,23827,23827,1,1,1
22304,22304,1,1,22304,22304,1,1,1
17532,17532,1,1,17532,17532,1,1,1
4592,4592,1,1,4592,4592,1,1,1
22997,22997,1,1,22997,22997,1,1,1
19409,19409,1,1,19409,19409,1,1,1
1866,1866,1,1,1866,1866,1,1,1
6032,6032,1,1,6032,6032,1,1,1
29911,29911,1,1,29911,29911,1,1,1
13736,13736,1,1,13736,13736,1,1,1
23219,23219,1,1,23219,23219,1,1,1
11182,11182,1,1,11182,11182,1,1,1
7013,7013,1,1,7013,7013,1,1,1
17639,17639,1,1,17639,17639,1,1,1
6394,6394,1,1,6394,6394,1,1,1
25397,25397,1,1,25397,25397,1,1,1
19950,19950,1,1,19950,19950,1,1,1
14052,14052,1,1,14052,14052,1,1,1
4454,4454,1,1,4454,4454,1,1,1
990,990,1,1,990,990,1,1,1
22721,22721,1,1,22721,22721,1,1,1
24408,24408,1,1,24408,24408,1,1,1
22001,22001,1,1,22001,22001,1,1,1
5668,5668,1,1,5668,5668,1,1,1
8466,8466,1,1,8466,8466,1,1,1
24662,24662,1,1,24662,24662,1,1,1
3349,3349,1,1,3349,3349,1,1,1
4890,4890,1,1,4890,4890,1,1,1
24777,24777,1,1,24777,24777,1,1,1
1629,1629,1,1,1629,1629,1,1,1
27276,27276,1,1,27276,27276,1,1,1
20281,20281,1,1,20281,20281,1,1,1
28981,28981,1,1,28981,28981,1,1,1
599,599,1,1,599,599,1,1,1
670,670,1,1,670,670,1,1,1
28548,28548,1,1,28548,28548,1,1,1
3949,3949,1,1,3949,3949,1,1,1
17979,17979,1,1,17979,17979,1,1,1
21180,21180,1,1,21180,21180,1,1,1
24138,24138,1,1,24138,24138,1,1,1
23735,23735,1,1,23735,23735,1,1,1
13565,13565,1,1,13565,13565,1,1,1
1954,1954,1,1,1954,1954,1,1,1
17539,17539,1,1,17539,17539,1,1,1
24327,24327,1,1,24327,24327,1,1,1
16117,16117,1,1,16117,16117,1,1,1
4518,4518,1,1,4518,4518,1,1,1
11673,11673,1,1,11673,11673,1,1,1
949,949,1,1,949,949,1,1,1
12008,12008,1,1,12008,12008,1,1,1
16734,16734,1,1,16734,16734,1,1,1
18519,18519,1,1,18519,18519,1,1,1
13525,13525,1,1,13525,13525,1,1,1
8842,8842,1,1,8842,8842,1,1,1
4261,4261,1,1,4261,4261,1,1,1
28466,28466,1,1,28466,28466,1,1,1
27878,27878,1,1,27878,27878,1,1,1
3510,3510,1,1,3510,3510,1,1,1
28445,28445,1,1,28445,28445,1,1,1
12728,12728,1,1,12728,12728,1,1,1
10471,10471,1,1,10471,10471,1,1,1
19436,19436,1,1,19436,19436,1,1,1
5039,5039,1,1,5039,5039,1,1,1
12950,12950,1,1,12950,12950,1,1,1
1971,1971,1,1,1971,1971,1,1,1
21933,21933,1,1,21933,21933,1,1,1
1922,1922,1,1,1922,1922,1,1,1
19630,19630,1,1,19630,19630,1,1,1
22414,22414,1,1,22414,22414,1,1,1
891,891,1,1,891,891,1,1,1
8654,8654,1,1,8654,8654,1,1,1
28362,28362,1,1,28362,28362,1,1,1
6796,6796,1,1,6796,6796,1,1,1
23588,23588,1,1,23588,23588,1,1,1
28955,28955,1,1,28955,28955,1,1,1
1313,1313,1,1,1313,1313,1,1,1
14073,14073,1,1,14073,14073,1,1,1
19239,19239,1,1,19239,19239,1,1,1
24644,24644,1,1,24644,24644,1,1,1
18955,18955,1,1,18955,18955,1,1,1
27715,27715,1,1,27715,27715,1,1,1
23127,23127,1,1,23127,23127,1,1,1
6954,6954,1,1,6954,6954,1,1,1
27067,27067,1,1,27067,27067,1,1,1
10909,10909,1,1,10909,10909,1,1,1
18969,18969,1,1,18969,18969,1,1,1
20826,20826,1,1,20826,20826,1,1,1
13965,13965,1,1,13965,13965,1,1,1
9550,9550,1,1,9550,9550,1,1,1
29075,29075,1,1,29075,29075,1,1,1
23063,23063,1,1,23063,23063,1,1,1
19682,19682,1,1,19682,19682,1,1,1
21026,21026,1,1,21026,21026,1,1,1
26948,26948,1,1,26948,26948,1,1,1
21232,21232,1,1,21232,21232,1,1,1
15853,15853,1,1,15853,15853,1,1,1
8812,8812,1,1,8812,8812,1,1,1
8395,8395,1,1,8395,8395,1,1,1
2031,2031,1,1,2031,2031,1,1,1
16870,16870,1,1,16870,16870,1,1,1
25242,25242,1,1,25242,25242,1,1,1
23412,23412,1,1,23412,23412,1,1,1
26210,26210,1,1,26210,26210,1,1,1
1440,1440,1,1,1440,1440,1,1,1
12797,12797,1,1,12797,12797,1,1,1
22631,22631,1,1,22631,22631,1,1,1
22950,22950,1,1,22950,22950,1,1,1
12914,12914,1,1,12914,12914,1,1,1
17921,17921,1,1,17921,17921,1,1,1
5241,5241,1,1,5241,5241,1,1,1
694,694,1,1,694,694,1,1,1
22203,22203,1,1,22203,22203,1,1,1
12209,12209,1,1,12209,12209,1,1,1
21886,21886,1,1,21886,21886,1,1,1
16170,16170,1,1,16170,16170,1,1,1
5689,5689,1,1,5689,5689,1,1,1
2575,2575,1,1,2575,2575,1,1,1
6985,6985,1,1,6985,6985,1,1,1
24043,24043,1,1,24043,24043,1,1,1
21415,21415,1,1,21415,21415,1,1,1
26807,26807,1,1,26807,26807,1,1,1
19894,19894,1,1,19894,19894,1,1,1
22918,22918,1,1,22918,22918,1,1,1
4997,4997,1,1,4997,4997,1,1,1
1790,1790,1,1,1790,1790,1,1,1
8443,8443,1,1,8443,8443,1,1,1
16204,16204,1,1,16204,16204,1,1,1
28354,28354,1,1,28354,28354,1,1,1
11225,11225,1,1,11225,11225,1,1,1
16520,16520,1,1,16520,16520,1,1,1
5354,5354,1,1,5354,5354,1,1,1
27845,27845,1,1,27845,27845,1,1,1
1308,1308,1,1,1308,1308,1,1,1
18334,18334,1,1,18334,18334,1,1,1
24480,24480,1,1,24480,24480,1,1,1
14051,14051,1,1,14051,14051,1,1,1
15157,15157,1,1,15157,15157,1,1,1
2973,2973,1,1,2973,2973,1,1,1
20594,20594,1,1,20594,20594,1,1,1
24338,24338,1,1,24338,24338,1,1,1
1943,1943,1,1,1943,1943,1,1,1
3594,3594,1,1,3594,3594,1,1,1
24767,24767,1,1,24767,24767,1,1,1
19903,19903,1,1,19903,19903,1,1,1
16166,16166,1,1,16166,16166,1,1,1
25962,25962,1,1,25962,25962,1,1,1
12010,12010,1,1,12010,12010,1,1,1
17997,17997,1,1,17997,17997,1,1,1
19156,19156,1,1,19156,19156,1,1,1
12682,12682,1,1,12682,12682,1,1,1
25884,25884,1,1,25884,25884,1,1,1
10293,10293,1,1,10293,10293,1,1,1
5003,5003,1,1,5003,5003,1,1,1
22425,22425,1,1,22425,22425,1,1,1
29003,29003,1,1,29003,29003,1,1,1
6079,6079,1,1,6079,6079,1,1,1
5037,5037,1,1,5037,5037,1,1,1
4602,4602,1,1,4602,4602,1,1,1
29005,29005,1,1,29005,29005,1,1,1
404,404,1,1,404,404,1,1,1
7776,7776,1,1,7776,7776,1,1,1
28574,28574,1,1,28574,28574,1,1,1
12333,12333,1,1,12333,12333,1,1,1
2138,2138,1,1,2138,2138,1,1,1
23987,23987,1,1,23987,23987,1,1,1
27696,27696,1,1,27696,27696,1,1,1
27167,27167,1,1,27167,27167,1,1,1
796,796,1,1,796,796,1,1,1
22060,22060,1,1,22060,22060,1,1,1
8298,8298,1,1,8298,8298,1,1,1
23351,23351,1,1,23351,23351,1,1,1
27587,27587,1,1,27587,27587,1,1,1
29560,29560,1,1,29560,29560,1,1,1
4566,4566,1,1,4566,4566,1,1,1
15677,15677,1,1,15677,15677,1,1,1
12194,12194,1,1,12194,12194,1,1,1
17003,17003,1,1,17003,17003,1,1,1
13301,13301,1,1,13301,13301,1,1,1
18347,18347,1,1,18347,18347,1,1,1
23524,23524,1,1,24524,23524,1,1,1
29496,29496,1,1,29496,29496,1,1,1
21641,21641,1,1,21641,21641,1,1,1
25342,25342,1,1,25342,25342,1,1,1
16656,16656,1,1,16656,16656,1,1,1
324,324,1,1,324,324,1,1,1
11291,11291,1,1,11291,11291,1,1,1
7018,7018,1,1,7018,7018,1,1,1
1684,1684,1,1,1684,1684,1,1,1
12698,12698,1,1,12698,12698,1,1,1
5352,5352,1,1,5352,5352,1,1,1
20387,20387,1,1,20387,20387,1,1,1
23196,23196,1,1,23196,23196,1,1,1
11859,11859,1,1,11859,11859,1,1,1
9841,9841,1,1,9841,9841,1,1,1
21017,21017,1,1,21017,21017,1,1,1
12485,12485,1,1,12485,12485,1,1,1
14004,14004,1,1,14004,14004,1,1,1
18158,18158,1,1,18158,18158,1,1,1
3610,3610,1,1,3610,3610,1,1,1
27753,27753,1,1,27753,27753,1,1,1
26067,26067,1,1,26067,26067,1,1,1
19233,19233,1,1,19233,19233,1,1,1
18650,18650,1,1,18650,18650,1,1,1
27856,27856,1,1,27856,27856,1,1,1
13951,13951,1,1,13951,13951,1,1,1
21602,21602,1,1,21602,21602,1,1,1
16433,16433,1,1,16433,16433,1,1,1
20679,20679,1,1,20679,20679,1,1,1
8042,8042,1,1,8042,8042,1,1,1
9133,9133,1,1,9133,9133,1,1,1
27731,27731,1,1,27731,27731,1,1,1
22788,22788,1,1,22788,22788,1,1,1
2309,2309,1,1,2309,2309,1,1,1
11774,11774,1,1,11774,11774,1,1,1
8547,8547,1,1,8547,8547,1,1,1
29412,29412,1,1,29412,29412,1,1,1
27612,27612,1,1,27612,27612,1,1,1
25702,25702,1,1,25702,25702,1,1,1
10456,10456,1,1,10456,10456,1,1,1
13567,13567,1,1,13567,13567,1,1,1
13296,13296,1,1,13296,13296,1,1,1
15442,15442,1,1,15442,15442,1,1,1
27163,27163,1,1,27163,27163,1,1,1
29597,29597,1,1,29597,29597,1,1,1
19156,19156,1,1,19156,19156,1,1,1
18224,18224,1,1,18224,18224,1,1,1
17844,17844,1,1,17844,17844,1,1,1
13566,13566,1,1,13566,13566,1,1,1
11978,11978,1,1,11978,11978,1,1,1
3720,3720,1,1,3720,3720,1,1,1
17251,17251,1,1,17251,17251,1,1,1
10400,10400,1,1,10400,10400,1,1,1
11685,11685,1,1,11685,11685,1,1,1
12890,12890,1,1,12890,12890,1,1,1
19643,19643,1,1,19643,19643,1,1,1
15622,15622,1,1,15622,15622,1,1,1
16864,16864,1,1,16864,16864,1,1,1
25374,25374,1,1,25374,25374,1,1,1
9972,9972,1,1,9972,9972,1,1,1
10924,10924,1,1,10924,10924,1,1,1
15997,15997,1,1,15997,15997,1,1,1
28986,28986,1,1,28986,28986,1,1,1
18667,18667,1,1,18667,18667,1,1,1
2819,2819,1,1,2819,2819,1,1,1
23592,23592,1,1,23592,23592,1,1,1
26088,26088,1,1,26088,26088,1,1,1
26443,26443,1,1,26443,26443,1,1,1
12494,12494,1,1,12494,12494,1,1,1
19794,19794,1,1,19794,19794,1,1,1
11212,11212,1,1,12212,11212,1,1,1
1350,1350,1,1,1350,1350,1,1,1
16077,16077,1,1,16077,16077,1,1,1
3171,3171,1,1,3171,3171,1,1,1
2969,2969,1,1,2969,2969,1,1,1
5317,5317,1,1,5317,5317,1,1,1
17133,17133,1,1,17133,17133,1,1,1
15937,15937,1,1,15937,15937,1,1,1
29907,29907,1,1,29907,29907,1,1,1
7455,7455,1,1,7455,7455,1,1,1
19943,19943,1,1,19943,19943,1,1,1
13070,13070,1,1,13070,13070,1,1,1
24138,24138,1,1,24138,24138,1,1,1
24500,24500,1,1,24500,24500,1,1,1
3819,3819,1,1,3819,3819,1,1,1
182,182,1,1,182,182,1,1,1
2650,2650,1,1,2650,2650,1,1,1
13456,13456,1,1,13456,13456,1,1,1
18478,18478,1,1,18478,18478,1,1,1
1215,1215,1,1,1215,1215,1,1,1
15766,15766,1,1,15766,15766,1,1,1
1247,1247,1,1,1247,1247,1,1,1
13942,13942,1,1,13942,13942,1,1,1
14944,14944,1,1,14944,14944,1,1,1
16017,16017,1,1,16017,16017,1,1,1
9197,9197,1,1,9197,9197,1,1,1
2183,2183,1,1,2183,2183,1,1,1
14512,14512,1,1,14512,14512,1,1,1
22949,22949,1,1,22949,22949,1,1,1
7788,7788,1,1,7788,7788,1,1,1
21139,21139,1,1,21139,21139,1,1,1
21533,21533,1,1,21533,21533,1,1,1
5256,5256,1,1,5256,5256,1,1,1
29241,29241,1,1,29241,29241,1,1,1
16837,16837,1,1,16837,16837,1,1,1
25863,25863,1,1,25863,25863,1,1,1
28981,28981,1,1,28981,28981,1,1,1
27711,27711,1,1,27711,27711,1,1,1
2476,2476,1,1,2476,2476,1,1,1
2764,2764,1,1,2764,2764,1,1,1
7663,7663,1,1,7663,7663,1,1,1
21751,21751,1,1,21751,21751,1,1,1
3652,3652,1,1,3652,3652,1,1,1
26711,26711,1,1,26711,26711,1,1,1
8420,8420,1,1,8420,8420,1,1,1
15309,15309,1,1,15309,15309,1,1,1
22906,22906,1,1,22906,22906,1,1,1
17899,17899,1,1,17899,17899,1,1,1
17231,17231,1,1,17231,17231,1,1,1
27315,27315,1,1,27315,27315,1,1,1
4456,4456,1,1,4456,4456,1,1,1
13219,13219,1,1,13219,13219,1,1,1
27869,27869,1,1,27869,27869,1,1,1
27142,27142,1,1,27142,27142,1,1,1
8618,8618,1,1,8618,8618,1,1,1
15828,15828,1,1,15828,15828,1,1,1
27608,27608,1,1,27608,27608,1,1,1
4817,4817,1,1,4817,4817,1,1,1
27516,27516,1,1,27516,27516,1,1,1
14933,14933,1,1,14933,14933,1,1,1
15016,15016,1,1,15016,15016,1,1,1
17221,17221,1,1,17221,17221,1,1,1
17288,17288,1,1,17288,17288,1,1,1
7264,7264,1,1,7264,7264,1,1,1
11105,11105,1,1,11105,11105,1,1,1
7871,7871,1,1,7871,7871,1,1,1
5433,5433,1,1,5433,5433,1,1,1
8803,8803,1,1,8803,8803,1,1,1
19425,19425,1,1,19425,19425,1,1,1
28173,28173,1,1,28173,28173,1,1,1
17422,17422,1,1,17422,17422,1,1,1
2232,2232,1,1,2232,2232,1,1,1
22346,22346,1,1,22346,22346,1,1,1
12740,12740,1,1,13740,12740,1,1,1
3291,3291,1,1,3291,3291,1,1,1
22636,22636,1,1,22636,22636,1,1,1
19768,19768,1,1,19768,19768,1,1,1
27842,27842,1,1,27842,27842,1,1,1
16870,16870,1,1,16870,16870,1,1,1
18534,18534,1,1,18534,18534,1,1,1
7984,7984,1,1,7984,7984,1,1,1
19267,19267,1,1,19267,19267,1,1,1
19090,19090,1,1,19090,19090,1,1,1
6667,6667,1,1,6667,6667,1,1,1
27397,27397,1,1,27397,27397,1,1,1
3724,3724,1,1,3724,3724,1,1,1
23250,23250,1,1,23250,23250,1,1,1
2172,2172,1,1,2172,2172,1,1,1
23102,23102,1,1,23102,23102,1,1,1
29765,29765,1,1,29765,29765,1,1,1
28452,28452,1,1,28452,28452,1,1,1
23957,23957,1,1,23957,23957,1,1,1
26600,26600,1,1,26600,26600,1,1,1
29123,29123,1,1,29123,29123,1,1,1
13808,13808,1,1,14808,13808,1,1,1
18925,18925,1,1,18925,18925,1,1,1
25681,25681,1,1,25681,25681,1,1,1
15040,15040,1,1,15040,15040,1,1,1
27271,27271,1,1,27271,27271,1,1,1
17985,17985,1,1,17985,17985,1,1,1
1667,1667,1,1,1667,1667,1,1,1
22190,22190,1,1,22190,22190,1,1,1
17145,17145,1,1,17145,17145,1,1,1
12024,12024,1,1,12024,12024,1,1,1
7858,7858,1,1,7858,7858,1,1,1
1880,1880,1,1,1880,1880,1,1,1
3803,3803,1,1,3803,3803,1,1,1
29600,29600,1,1,29600,29600,1,1,1
16752,16752,1,1,16752,16752,1,1,1
27462,27462,1,1,28462,27462,1,1,1
5769,5769,1,1,5769,5769,1,1,1
26879,26879,1,1,26879,26879,1,1,1
19715,19715,1,1,19715,19715,1,1,1
9652,9652,1,1,9652,9652,1,1,1
24159,24159,1,1,25159,24159,1,1,1
7943,7943,1,1,7943,7943,1,1,1
25120,25120,1,1,25120,25120,1,1,1
28192,28192,1,1,28192,28192,1,1,1
24883,24883,1,1,24883,24883,1,1,1
29640,29640,1,1,29640,29640,1,1,1
5370,5370,1,1,5370,5370,1,1,1
27997,27997,1,1,27997,27997,1,1,1
19389,19389,1,1,19389,19389,1,1,1
21430,21430,1,1,21430,21430,1,1,1
2983,2983,1,1,2983,2983,1,1,1
11499,11499,1,1,11499,11499,1,1,1
23580,23580,1,1,23580,23580,1,1,1
22327,22327,1,1,22327,22327,1,1,1
23212,23212,1,1,23212,23212,1,1,1
877,877,1,1,877,877,1,1,1
6123,6123,1,1,6123,6123,1,1,1
246,246,1,1,246,246,1,1,1
22769,22769,1,1,22769,22769,1,1,1
21477,21477,1,1,21477,21477,1,1,1
26706,26706,1,1,26706,26706,1,1,1
5886,5886,1,1,5886,5886,1,1,1
29357,29357,1,1,29357,29357,1,1,1
11628,11628,1,1,11628,11628,1,1,1
21587,21587,1,1,21587,21587,1,1,1
21959,21959,1,1,21959,21959,1,1,1
1326,1326,1,1,1326,1326,1,1,1
3139,3139,1,1,3139,3139,1,1,1
11962,11962,1,1,11962,11962,1,1,1
4770,4770,1,1,4770,4770,1,1,1
7568,7568,1,1,7568,7568,1,1,1
23769,23769,1,1,23769,23769,1,1,1
23900,23900,1,1,23900,23900,1,1,1
27044,27044,1,1,27044,27044,1,1,1
3656,3656,1,1,3656,3656,1,1,1
2586,2586,1,1,2586,2586,1,1,1
29667,29667,1,1,29667,29667,1,1,1
5990,5990,1,1,5990,5990,1,1,1
23202,23202,1,1,23202,23202,1,1,1
29763,29763,1,1,29763,29763,1,1,1
27819,27819,1,1,27819,27819,1,1,1
5389,5389,1,1,5389,5389,1,1,1
19620,19620,1,1,19620,19620,1,1,1
22228,22228,1,1,22228,22228,1,1,1
29123,29123,1,1,29123,29123,1,1,1
16452,16452,1,1,16452,16452,1,1,1
12512,12512,1,1,12512,12512,1,1,1
19912,19912,1,1,19912,19912,1,1,1
4911,4911,1,1,5911,4911,1,1,1
25042,25042,1,1,25042,25042,1,1,1
13287,13287,1,1,13287,13287,1,1,1
29174,29174,1,1,29174,29174,1,1,1
7267,7267,1,1,8267,7267,1,1,1
4939,4939,1,1,4939,4939,1,1,1
8501,8501,1,1,8501,8501,1,1,1
1239,1239,1,1,1239,1239,1,1,1
6181,6181,1,1,6181,6181,1,1,1
14471,14471,1,1,14471,14471,1,1,1
