id,a1,a2
5083,20176,19371
5084,47711,8032
5085,49181,19203
5086,20120,6751
5087,43768,32896
5088,7136,28213
5089,44605,9752
5090,18014,45902
5091,31023,45882
5092,39783,33921
5093,14669,39466
5094,22629,11416
5095,33262,35232
5096,9443,16526
5097,1107,1506
5098,28468,40964
5099,42657,11921
5100,4422,34836
5101,32110,39615
5101,45261,64338
5101,40148,55734
5101,54787,41863
5101,49103,66723
5101,55333,48542
5101,58585,41847
5101,37172,63876
5101,38925,54393
5101,33397,53452
5102,43864,28015
5103,36894,23390
5104,6627,31875
5105,13451,45005
5106,565,15239
5107,5371,17525
5108,13132,32901
5109,19077,16604
5110,40025,48758
5111,12928,201
5112,27998,35350
5112,54791,52830
5112,51771,59368
5112,47720,57186
5112,31798,44701
5112,54087,41648
5112,44492,40770
5112,44461,63371
5112,36117,54015
5112,46210,53172
5113,16434,33959
5114,41373,22600
5115,34309,17441
5115,57089,44556
5115,45970,36917
5115,57711,25978
5115,35867,23244
5115,52700,19377
5115,60969,20978
5115,62982,19913
5115,38949,35993
5115,45771,46592
5116,6320,44785
5117,46469,26974
5118,40941,8521
5119,27243,10184
5120,43701,27942
5121,20497,26017
5122,23853,4645
5123,49400,33679
5124,49682,45691
5125,35347,20697
5126,747,38517
5127,12821,20189
5128,15288,24090
5129,24174,4783
5130,22137,44056
5131,48089,28142
5132,19550,44385
5133,8834,29643
5134,24244,40203
5135,42574,20026
5136,32214,31144
5137,25022,1333
5138,32612,43719
5139,38881,29142
5140,3094,2672
5141,26040,24392
5142,33746,5277
5143,18356,22514
5144,4874,16546
5145,33946,32063
5146,27563,46728
5147,9395,42423
5148,23948,49982
5149,44502,4085
5150,14390,16030
5151,6880,1424
5152,3238,30062
5153,16174,43929
5154,16934,12484
5155,5323,31637
5156,6743,22025
5157,15740,4329
5158,32923,20364
5159,6078,13145
5160,43992,27867
5161,49978,28849
5162,21496,5087
5163,41894,44171
5164,36404,1633
5165,1389,17541
5166,38687,10134
5167,16793,13314
5168,37241,26677
5169,35902,48518
5170,18657,38730
5171,39246,41978
5172,42211,40319
5173,1176,34888
5174,12844,12056
5175,27311,48453
5176,14018,12972
5177,41356,40467
5178,18057,24544
5178,26682,47132
5178,25083,52080
5178,47669,50122
5178,18556,32432
5178,32227,30651
5178,33993,25250
5178,32034,33885
5178,44310,26049
5178,21200,36118
5179,20148,28320
5180,46705,24242
5181,803,29906
5182,27802,29591
5183,1122,46890
5184,33630,10498
5185,36334,27463
5186,26412,25730
5187,25049,9159
5188,41299,15477
5189,29762,9673
5190,43763,26632
5191,33150,11949
5192,22816,22625
5193,8814,21659
5194,47250,17651
5195,48905,10519
5196,16292,24019
5197,39743,26892
5198,12999,4408
5199,207,44977
5200,46681,26505
5201,41611,14829
5202,48518,11919
5203,37930,43309
5204,34495,20672
5205,9515,38905
5206,11246,47427
5207,38796,8697
5208,22534,31033
5209,12054,44436
5210,1261,28900
5211,3713,3406
5212,21857,5374
5213,41027,6973
5214,38292,17630
5215,13442,7548
5216,49693,27803
5217,38622,42805
5218,3725,20653
5219,19145,21771
5220,39109,18124
5221,26109,7247
5222,6591,21178
5223,11961,27416
5224,24501,44009
5225,49750,49529
5226,11505,20014
5227,25853,39034
5228,42833,19555
5229,32720,47020
5230,35243,34032
5231,9670,34453
5232,31093,31353
5233,47655,20661
5233,63309,28074
5233,54395,38814
5233,65496,25455
5233,55773,31229
5233,56208,39085
5233,61797,30857
5233,60411,45392
5233,54700,50277
5233,48945,23501
5234,35554,3387
5235,43972,35314
5236,28502,3274
5237,41708,40887
5238,11613,47676
5239,36026,49299
5240,44369,26917
5241,11187,41545
5242,35009,42353
5243,40961,15644
5244,18538,24842
5245,32494,23211
5246,2178,45527
5247,32101,41926
5248,36000,21154
5249,20056,2610
5250,27303,27259
5251,5677,15940
5252,27146,37287
5253,33632,39551
5254,37220,12832
5255,16512,38742
5256,15021,12443
5257,46682,21466
5258,5520,20046
5259,38287,36319
5260,33072,19496
5261,39303,40002
5262,20797,13479
5263,45011,42141
5264,43175,18786
5265,46693,36573
5266,7481,42370
5267,25723,24999
5268,9981,47957
5269,44425,41993
5270,3379,21092
5271,35071,13219
5272,11997,38251
5273,10855,22161
5274,8919,31487
5275,50000,26274
5276,10,3346
5277,24172,2637
5278,9507,8715
5279,25859,46200
5280,17203,11106
5281,44712,6003
5282,21404,24734
5283,12943,41281
5284,17040,10800
5285,28529,43673
5286,1021,28122
5287,20235,5242
5288,33486,39880
5289,17604,9470
5290,42135,9716
5291,27487,20151
5292,31998,44880
5293,33369,32705
5294,14560,21696
5295,1792,32239
5296,8126,44875
5297,48743,30907
5298,43181,36109
5299,23025,12587
5300,665,32516
5301,32178,42148
5302,35454,18823
5303,37797,27277
5304,38129,26162
5305,29150,33468
5306,10215,7949
5307,19244,45811
5308,43257,31648
5309,41123,42356
5310,15671,23551
5311,29318,38260
5312,37907,749
5313,17738,7494
5314,39445,7303
5315,20399,48236
5316,9416,16811
5317,38776,32029
5318,6794,3616
5319,42894,28157
5320,20529,29833
5321,14992,35658
5322,23054,27206
5323,13624,37624
5324,38185,716
5325,18139,19583
5326,10808,23534
5327,45467,49542
5328,13601,15044
5329,3043,19314
5330,39259,48716
5331,734,22217
5332,3240,26201
5333,28921,20277
5334,3171,18291
5335,49449,460
5336,42821,28265
5337,228,32761
5338,18575,44379
5339,13222,41842
5340,17046,8533
5341,48990,40303
5342,22713,31371
5343,11309,37811
5344,23860,43783
5345,38296,31291
5346,29441,25319
5347,25996,37752
5348,48278,15279
5349,35110,23544
5350,11324,26917
5351,34183,47857
5352,32953,29217
5353,6966,29436
5354,39379,16843
5355,20381,44894
5356,20821,525
5357,46595,20981
5358,1064,36422
5359,37135,37192
5360,42702,2686
5361,4323,22727
5362,21819,26021
5363,2467,4143
5364,21639,7558
5365,29631,20129
5366,6181,16957
5367,8133,10585
5368,29687,47871
5369,22822,25239
5370,20858,47870
5371,13740,5828
5372,44422,2373
5373,42053,581
5374,7611,36241
5375,15537,34707
5376,48525,37143
5377,38969,28637
5378,1903,20900
5379,14064,23839
5380,15388,6474
5381,24760,32049
5382,43657,8163
5383,15351,19909
5384,24124,5598
5385,31285,18957
5386,19004,35261
5387,11736,41911
5388,14414,21487
5389,36224,21156
5390,47878,8142
5391,5493,44860
5392,33968,36771
5393,15119,2523
5394,24962,42475
5395,7462,9072
5396,11538,19839
5397,43805,25601
5398,2851,8320
5399,16756,28330
5400,17721,47323
5401,13583,14932
5402,9030,19910
5403,49469,29611
5404,10855,734
5405,36449,16117
5406,11496,31903
5407,3127,47918
5408,7154,46079
5409,4700,42301
5410,1551,32831
5411,39645,8418
5412,3489,48972
5413,40992,14557
5414,31003,11346
5415,324,33840
5416,9730,11008
5416,33358,21836
5416,11468,19547
5416,20341,20160
5416,24347,12534
5416,23644,36394
5416,10032,26898
5416,20183,34966
5416,30349,30648
5416,32005,37169
5417,29929,36281
5418,14155,8523
5419,32993,36955
5420,49823,21090
5421,6949,41632
5422,28378,49866
5423,3012,31134
5424,25859,44537
5425,6846,21872
5426,39892,7609
5427,15738,2798
5428,29205,34367
5429,29169,20220
5430,8554,23790
5431,15072,26776
5432,22246,7546
5433,13928,47148
5434,40221,43900
5435,34249,33812
5436,2293,37745
5437,8896,10875
5438,24278,8393
5439,17967,21425
5440,20668,9271
5441,32199,35950
5442,41126,32249
5443,45470,29148
5444,41094,21409
5444,54816,47000
5444,59011,30460
5444,62163,46313
5444,63383,36126
5444,51000,48019
5444,45388,40394
5444,55487,41590
5444,45827,28952
5444,62442,30109
5445,30451,37769
5446,36510,434
5447,10310,21026
5448,23824,44391
5449,47506,31757
5450,5077,11188
5451,47201,3789
5452,47045,40904
5453,15616,12389
5454,7673,32874
5455,46835,35234
5456,20971,34210
5457,13598,10719
5458,38308,42937
5459,27534,17310
5460,17959,47933
5461,39307,1215
5462,1566,26950
5463,20370,7508
5464,124,46752
5465,41559,29442
5466,9018,15635
5467,12804,13229
5468,33422,41542
5469,29718,47249
5470,23822,36901
5471,35452,45323
5472,6832,32046
5473,3908,4136
5474,14985,46419
5475,849,30807
5476,19371,28312
5477,47358,47393
5478,37313,7984
5479,10081,35719
5480,19726,12301
5481,38540,30233
5482,14066,21890
5483,2577,23662
5484,25721,17486
5485,31677,32492
5486,42570,1926
5487,20592,11110
5488,26859,1398
5489,27722,36923
5490,22120,22588
5491,47725,37009
5492,17790,8428
5492,46151,30808
5492,25503,26660
5492,26438,11007
5492,30143,25770
5492,34815,31759
5492,34767,29072
5492,42354,25064
5492,36397,21435
5492,34872,29640
5493,43187,40677
5494,32926,13311
5495,20257,8898
5496,43512,26069
5497,18648,14323
5498,4418,8419
5499,31338,10408
5499,53878,32872
5499,58030,28402
5499,53067,39930
5499,59227,12684
5499,50756,25223
5499,59376,36754
5499,46269,29753
5499,59908,32198
5499,43610,14645
5500,15575,21137
5501,20239,4954
5502,6400,42622
5503,49984,35396
5504,1921,22109
5505,20267,12879
5506,8840,10181
5507,17867,20047
5508,37570,10339
5509,13706,18844
5510,16220,47671
5511,35404,26646
5512,30125,9271
5513,29026,23459
5514,47884,14015
5515,13732,6911
5516,43956,20853
5517,9300,44778
5518,42976,19079
5519,36686,2121
5520,49889,7
5521,39445,9756
5521,43230,38887
5521,42999,17697
5521,45543,34502
5521,61674,27313
5521,58941,31112
5521,64851,35444
5521,65837,38366
5521,47995,36396
5521,51138,17701
5522,36453,29255
5523,10382,29130
5524,27483,18068
5525,45204,48892
5526,4991,15464
5526,33725,44142
5526,7175,29968
5526,12538,18849
5526,21473,24575
5526,23023,16525
5526,24182,33094
5526,33786,35351
5526,33999,15952
5526,26401,36136
5527,1203,1532
5528,45562,2764
5529,4533,1244
5530,41514,26440
5531,46731,36916
5532,44974,19807
5533,2086,11815
5534,45785,35118
5535,43205,47292
5536,37031,2726
5537,21546,47510
5538,24038,14608
5539,43894,41827
5540,10582,1004
5541,5093,478
5542,28017,41655
5543,7387,28220
5544,16327,32236
5545,28982,31591
5546,34454,3264
5547,46001,1070
5548,49946,13845
5549,44121,13973
5550,157,30837
5551,36016,32706
5552,14498,7178
5553,7506,11230
5554,3214,39490
5555,29573,28499
5556,25064,10959
5557,48044,41549
5558,13920,37348
5559,43330,4865
5560,24205,38508
5561,26482,23952
5562,37782,43792
5563,9554,30146
5564,44614,22213
5565,36346,3810
5566,44686,6121
5567,16608,13489
5568,33265,49238
5569,20932,35921
5570,12604,6024
5571,37169,2986
5572,8574,8299
5573,46418,39140
5574,5188,37541
5575,10057,19576
5576,15821,21609
5577,40279,4396
5578,38862,19393
5579,28000,45726
5580,14242,25184
5581,5387,26070
5582,42692,43214
5583,40846,19614
5584,11769,9407
5585,14620,26478
5586,16911,4878
5587,6416,123
5588,20194,49123
5589,37340,32956
5590,7690,36686
5591,37519,4184
5592,45266,10585
5593,21871,46313
5594,37256,23244
5595,44591,45856
5596,13141,13409
5597,8221,2882
5598,42157,39731
5599,13054,15315
5600,28613,25137
5601,48914,23895
5602,38079,14200
5603,25881,26436
5604,15806,12217
5605,19545,22498
5606,13268,49469
5607,36135,4198
5608,15535,15763
5609,45711,14056
5610,17597,44131
5611,46927,38767
5612,11902,28057
5613,12367,36720
5614,2032,21433
5615,44581,17951
5616,48228,32667
5617,1930,38963
5618,39562,37576
5619,47256,43899
5620,525,30794
5621,6395,44938
5622,18814,14683
5623,38454,32111
5624,30773,24568
5625,6935,5123
5626,31597,31669
5627,41662,45702
5628,37217,40568
5629,25379,16092
5630,17509,35647
5631,44077,15628
5632,11681,45670
5633,6657,17551
5634,43748,45673
5635,27834,43443
5636,20820,13720
5637,19558,14673
5638,18442,5176
5638,30995,7162
5638,28694,24935
5638,27149,28518
5638,39313,24524
5638,33853,8308
5638,41368,34288
5638,19094,23629
5638,46593,12579
5638,18577,19838
5639,17657,7112
5640,2919,18124
5641,26488,5949
5642,31472,5577
5643,9537,14517
5644,22656,31137
5645,15910,2199
5646,20905,45022
5647,39785,37528
5648,39854,39767
5649,4091,1704
5650,15241,49327
5651,30114,9518
5652,28894,33156
5653,28641,10058
5654,12609,14587
5655,33895,35259
5656,8531,5082
5657,31334,36651
5658,8329,48439
5659,39578,32600
5660,15791,44007
5661,24352,46675
5662,22670,25460
5663,39227,5645
5664,23026,47926
5665,33666,1008
5666,6917,34567
5667,9106,938
5668,36417,46005
5669,28366,31113
5670,39347,25362
5671,12042,41338
5672,15427,31336
5673,48950,4435
5674,31904,32694
5675,35284,24071
5675,39648,25822
5675,52367,42478
5675,45007,35885
5675,44638,41330
5675,54684,49991
5675,42483,40324
5675,36670,26061
5675,62923,33319
5675,44468,46926
5676,18362,4410
5677,10289,40055
5678,29222,33324
5679,11877,44321
5680,11867,38237
5681,8606,18004
5682,14759,42680
5683,12925,3057
5684,26645,13862
5685,35094,1556
5686,16053,27916
5687,14714,27199
5688,5059,6680
5689,7831,38533
5690,9923,1958
5691,29470,48515
5692,30545,7332
5693,16541,44984
5694,44097,25922
5695,19623,17033
5696,36303,34467
5697,30878,8270
5698,17386,41907
5699,26960,33462
5700,20584,46087
5701,4359,4829
5702,13306,40150
5703,44703,2273
5704,37596,45151
5705,17113,9531
5706,40594,9342
5707,22944,19070
5708,7857,24976
5709,47509,35462
5710,11204,48058
5710,20825,68569
5710,19969,65760
5710,37331,52603
5710,39209,51055
5710,20041,77910
5710,27813,65843
5710,12092,55869
5710,38943,58670
5710,30028,77858
5711,11692,16190
5712,14346,32794
5712,25346,38591
5712,21308,49137
5712,34093,46593
5712,43229,38291
5712,31963,52788
5712,27936,55997
5712,40859,48568
5712,38267,39962
5712,21308,45460
5713,32279,48938
5714,37403,20038
5715,38021,28541
5716,4675,29965
5717,17785,8936
5718,35253,19148
5719,9068,16310
5720,31843,23939
5721,11959,11351
5722,6133,42127
5723,11283,21151
5724,19278,1750
5725,29972,29859
5726,44310,16224
5727,10167,13954
5728,4588,28268
5729,37537,13671
5730,13229,48241
5731,27576,42330
5732,22504,6714
5733,43735,41801
5734,36793,39118
5735,17264,30333
5736,38416,37953
5737,23917,30243
5738,36727,24908
5739,17805,38592
5740,29190,49533
5741,36861,22310
5742,30385,25712
5743,35589,9455
5744,37841,40415
5745,39265,22514
5746,4062,9638
5747,11590,36374
5748,1274,45331
5749,41640,676
5750,46792,28250
5751,1021,33156
5752,12819,39668
5753,36561,1560
5754,37318,897
5755,26985,47611
5756,47018,4911
5757,39479,27510
5758,25459,48095
5759,12970,20604
5760,30271,20315
5761,34526,8813
5762,258,17601
5763,9455,23920
5764,40108,27434
5765,40998,48359
5766,39942,26686
5767,22830,44714
5768,32611,41136
5769,43013,25985
5770,43905,33113
5771,30909,33297
5772,35682,21359
5773,23113,22712
5774,33365,36060
5775,4556,2593
5776,22791,6316
5777,42865,42943
5778,34917,16866
5779,48963,14773
5780,5820,10614
5781,35120,5706
5782,20689,23213
5783,8106,28872
5784,37984,35465
5785,23288,1177
5786,22714,28511
5787,26610,39275
5788,43358,399
5789,26741,1621
5790,4839,41440
5791,47758,29362
5792,14127,7773
5793,37080,32754
5794,37923,25185
5795,10345,43198
5796,28326,14607
5797,7549,1989
5798,31276,45524
5799,13660,23228
5800,10686,33492
5801,34712,45248
5802,23289,11017
5803,41018,33707
5804,39600,9367
5805,32453,13863
5806,48717,47885
5807,2066,12930
5808,22453,17405
5809,41633,6197
5810,27471,41636
5811,33787,17318
5812,8894,24868
5813,16945,11098
5814,44394,46842
5815,41012,5079
5816,73,12802
5817,11422,31094
5818,29443,12509
5819,29040,7678
5820,22886,34635
5821,47698,27354
5822,28933,16050
5823,21515,21144
5824,10281,17314
5825,21540,25531
5826,1731,590
5827,23379,10911
5828,37403,37317
5829,36114,24294
5830,1688,5039
5831,1210,1404
5832,22868,43645
5833,30559,11610
5834,46934,40603
5835,45383,42262
5836,35534,19691
5837,9457,24714
5838,40950,45984
5839,10098,10492
5840,36402,46877
5841,37676,40411
5842,47679,22738
5843,17528,30587
5844,20756,20328
5845,42793,5694
5846,28593,5488
5847,1780,10224
5848,23435,25731
5849,17828,37027
5850,10604,27448
5851,21345,1707
5852,26227,34927
5853,43472,14550
5854,8120,5370
5855,34676,2983
5856,41999,4854
5857,24861,8189
5858,1501,42148
5859,41146,32627
5860,35023,16695
5861,34840,10944
5862,26882,22526
5863,37819,10338
5864,47303,38382
5865,44687,6243
5866,38681,19327
5867,34647,28994
5868,34655,13576
5869,18955,38164
5870,25063,33407
5871,21653,40169
5872,32284,12263
5873,43063,40842
5874,8677,1708
5875,33572,903
5876,46358,1587
5877,18649,37931
5878,16059,17951
5879,9147,34143
5880,32921,26083
5881,27734,18834
5882,43037,16111
5883,24741,16710
5884,5970,35249
5885,9262,25626
5886,13890,14768
5887,25027,37175
5888,28427,25203
5889,43786,11047
5890,44793,28480
5891,35280,22466
5892,3762,8885
5893,4490,17223
5894,23596,28285
5895,47551,22995
5896,46287,39250
5897,28098,32627
5898,26294,8872
5899,1874,5987
5900,36193,1492
5901,17668,31297
5902,22411,15264
5903,46123,24815
5904,5947,7036
5905,11904,41262
5906,3302,29104
5907,30615,27419
5908,43772,21421
5909,30467,18127
5910,33598,42442
5911,35592,36279
5912,15888,7856
5913,48616,13645
5914,30428,15365
5915,12770,17522
5916,4068,29899
5917,7392,17665
5918,4719,9954
5919,38839,48895
5920,11512,34790
5921,12989,16300
5922,975,21796
5923,21113,19115
5924,28184,627
5925,21460,47819
5925,38404,67818
5925,51075,58542
5925,37218,62615
5925,37495,48244
5925,24022,68589
5925,43213,57584
5925,27405,77097
5925,50501,65637
5925,35346,51332
5926,127,3178
5927,11793,37050
5928,26296,4879
5929,7060,33497
5930,41715,30618
5931,13910,48130
5932,49988,27705
5933,39349,20274
5933,46765,36240
5933,44885,46094
5933,55459,45812
5933,54670,47424
5933,58795,20567
5933,40789,28713
5933,62279,35416
5933,59698,45716
5933,56512,49642
5934,40818,37812
5935,48023,15681
5936,32464,28910
5937,41593,9134
5938,4810,22869
5939,24538,34769
5940,40150,21767
5941,43439,25948
5942,29430,46293
5943,26752,8975
5944,48738,10634
5945,29985,24588
5946,39508,31381
5947,24371,41417
5948,28359,41682
5949,636,232
5950,18388,43857
5951,36756,27715
5952,34474,45930
5953,35151,37252
5954,7442,3032
5955,10987,22159
5956,25364,9622
5957,31458,23714
5957,41791,42534
5957,48318,32371
5957,37085,43328
5957,50998,45378
5957,55515,51469
5957,41191,52871
5957,47387,43313
5957,35582,38884
5957,42404,24881
5958,18862,17418
5959,2993,23695
5960,16698,35076
5961,44352,36787
5962,30809,35445
5963,17827,32192
5964,31232,40023
5965,13758,4739
5966,26098,8768
5967,30778,14315
5968,6780,3451
5969,20877,49217
5970,47097,31640
5971,12731,31858
5972,23748,12414
5973,21753,4008
5974,29178,16672
5975,3383,17723
5976,36649,10439
5977,17488,22701
5978,207,45361
5979,32475,49561
5980,10133,41091
5981,17235,4089
5982,48188,22903
5983,7683,41115
5984,36591,44175
5985,27840,15356
5986,33886,40711
5987,47220,49459
5988,40637,46006
5989,26056,15610
5990,31932,44509
5991,5175,31384
5992,20796,39232
5993,1619,1482
5994,1144,20012
5995,31822,48550
5996,5805,4229
5997,22438,5678
5998,23403,22770
5999,16266,22007
6000,49727,29606
6001,27510,34312
6002,18064,35308
6003,7638,18228
6004,4827,17612
6005,27040,7697
6006,45905,15020
6007,24090,18347
6008,38014,4944
6009,25661,29693
6010,46019,8765
6011,6593,15190
6012,17254,13650
6013,12690,22637
6014,36700,305
6015,28830,978
6016,27660,1914
6017,10912,32840
6018,461,15342
6019,4892,24447
6020,29297,23698
6021,1864,43164
6022,17899,26981
6023,6685,42242
6024,17317,31383
6025,23087,43474
6026,18905,22050
6027,44798,35837
6028,49816,8649
6029,21635,1459
6030,34255,46060
6031,47517,27421
6032,29786,24187
6033,17267,46432
6034,26816,29046
6035,38227,7514
6036,8145,47298
6037,24435,34715
6038,32286,5891
6039,43202,29979
6040,24021,32030
6041,37557,2366
6042,9875,27341
6043,34561,35898
6044,26531,47461
6045,25356,34618
6046,23351,37796
6047,45818,41426
6048,27275,38791
6049,36195,39098
6050,26326,27226
6051,5980,44174
6052,20547,16071
6053,11779,4587
6054,30220,20190
6055,34529,2580
6056,5787,32749
6057,15580,25018
6058,22650,20269
6059,40513,29272
6060,28780,12451
6061,157,1469
6062,35619,32443
6063,38942,41856
6064,13105,19075
6065,30873,17540
6066,13746,28771
6067,24431,42272
6068,27521,15491
6069,36168,37529
6070,24219,20336
6071,34083,45487
6072,44428,42624
6073,17595,43373
6074,32968,36000
6075,43456,45383
6076,12385,9535
6077,46386,2528
6078,9171,49745
6079,7573,15428
6080,47773,35141
6081,4412,4539
6082,28112,31834
6083,41020,30114
6084,27526,3115
6085,38754,6524
6086,15875,46257
6087,14886,29380
6088,47011,24361
6089,11751,30086
6090,33808,23097
6091,22878,10693
6092,21793,12629
6093,21093,26745
6094,6320,23998
6095,5235,13872
6096,29001,3797
6097,31862,3276
6098,44266,42287
6099,38117,4729
6100,2966,39249
6101,589,2026
6102,4838,49637
6103,32631,46765
6104,38947,27896
6105,27187,26443
6106,19241,23936
6107,35245,17217
6108,22128,27113
6109,7659,47834
6110,12777,21444
6111,31992,6088
6112,32020,29704
6113,12164,19096
6114,36174,32291
6115,6048,2682
6116,36166,38782
6117,19755,710
6118,47679,46862
6119,25490,5855
6120,11798,46688
6121,29473,16774
6122,25543,17351
6123,37378,23743
6124,24791,19504
6125,15921,5519
6126,26298,49984
6127,23445,3065
6128,19911,44083
6129,3928,23152
6130,48716,7099
6131,36374,22386
6132,17906,11457
6133,5065,19814
6134,1826,18832
6135,25876,1105
6136,20653,43731
6137,3477,13836
6138,35794,11535
6139,2660,34895
6140,7834,29481
6141,19432,708
6142,17632,12975
6143,12922,36261
6144,11310,18090
6145,26837,47193
6146,9176,13239
6147,45244,26214
6148,11795,21651
6149,10852,940
6150,30995,41253
6151,27454,27874
6152,15683,34358
6153,20046,49683
6154,11793,28223
6155,21781,12636
6156,15467,6027
6157,38894,10626
6158,37718,1805
6159,46704,528
6160,10143,44939
6161,22073,29176
6161,39436,38615
6161,40368,56921
6161,31365,30829
6161,37754,39747
6161,38000,29207
6161,50546,54907
6161,46959,35550
6161,27313,29542
6161,45032,42923
6162,2416,35645
6163,24701,18302
6164,29544,3666
6165,21482,3163
6166,20741,27534
6167,18029,28635
6168,24954,33455
6169,13774,25234
6170,6705,8138
6171,4168,46764
6172,40320,19852
6173,337,9781
6174,9283,5796
6175,22114,13689
6176,16582,40997
6177,44845,44151
6178,31360,5835
6179,30846,46225
6180,6439,44295
6181,10730,5478
6182,25755,21040
6183,11989,21981
6184,32253,15138
6184,56131,16887
6184,61061,40475
6184,58994,30666
6184,38574,34589
6184,47344,18797
6184,34400,39860
6184,61168,30482
6184,56827,31323
6184,55776,26165
6185,34684,31195
6186,34551,42317
6187,9572,23833
6188,37400,43608
6189,10114,30867
6190,30571,30767
6191,20418,30396
6192,33092,14465
6193,19674,10107
6194,13066,11291
6195,21458,27650
6196,12050,15155
6197,16062,23945
6198,14021,24040
6199,20667,36689
6200,40528,41887
6201,20166,48351
6202,9276,2770
6203,48109,5198
6204,30591,3641
6205,46073,4306
6206,12111,2497
6207,24637,4925
6208,46850,26792
6209,42454,36111
6210,5754,42144
6211,25748,45830
6212,34243,33703
6213,46860,47198
6214,16617,45042
6215,2182,38095
6216,9428,47914
6217,28626,25267
6218,3788,34692
6219,39719,1689
6220,6797,43932
6221,30221,15864
6222,34970,1674
6223,41716,15128
6224,9450,39900
6225,12399,12970
6226,26748,27923
6227,7093,12124
6228,29637,44533
6229,41254,485
6230,2419,33311
6231,19261,5290
6232,6880,18966
6233,47901,16194
6234,20968,406
6235,4164,17411
6236,22444,34268
6237,44409,17111
6238,8193,652
6239,2675,42071
6240,35373,8993
6241,31233,7472
6242,6019,30391
6243,22653,38529
6244,322,46799
6245,23993,9216
6246,18313,8291
6247,1686,40950
6248,36311,24234
6249,10702,37166
6250,40546,38663
6251,13513,8706
6251,24775,26875
6251,19773,37334
6251,22049,16982
6251,15408,11993
6251,38420,9420
6251,25118,21919
6251,22546,34063
6251,40988,32113
6251,22730,20289
6252,5388,48815
6253,11261,33290
6254,32004,10418
6255,14529,46044
6256,10579,42433
6257,30242,34228
6258,23106,46700
6259,24000,16812
6260,20912,9742
6261,15178,20836
6262,6464,18955
6263,27772,37687
6264,5836,44509
6265,40557,32852
6266,48007,7539
6267,48472,49422
6268,24124,42739
6269,46654,12323
6270,5580,30015
6271,27782,24518
6272,28981,48660
6273,22828,768
6274,26342,15848
6275,11193,25350
6276,22926,36672
6277,5653,7295
6278,19838,32457
6279,30342,41624
6280,2700,43243
6281,33952,5611
6282,5191,14426
6283,29706,26642
6284,28836,6237
6285,23117,39743
6286,26914,22406
6287,21095,31260
6288,27079,551
6289,44236,41841
6290,28933,36138
6291,5866,3509
6292,46925,42925
6293,35730,34718
6294,25786,23456
6295,31483,16116
6296,43621,11505
6297,7676,30002
6298,1808,22805
6299,19801,14320
6300,39781,16715
6301,7960,26315
6302,4340,42981
6303,17271,12544
6304,43223,46866
6305,4737,6268
6306,30779,33354
6307,29064,3653
6308,47160,10945
6309,11849,42782
6310,47259,39816
6311,898,42107
6312,5428,10457
6313,19841,33257
6314,38311,19955
6315,7425,31857
6315,14301,59972
6315,18943,34844
6315,17353,37498
6315,24572,53958
6315,25449,43814
6315,16208,34155
6315,19649,52103
6315,24080,41540
6315,16523,59350
6316,334,47906
6317,13219,28369
6318,8680,1550
6319,12947,42422
6320,20200,24386
6321,44913,44102
6322,4908,8412
6323,26382,8089
6324,44862,1412
6325,5546,23400
6326,34533,19380
6327,47493,22489
6328,32527,37452
6329,44546,24409
6330,3364,17561
6331,5156,42275
6332,28863,38586
6333,37273,35056
6334,32409,18728
6335,31658,4256
6336,24484,18155
6337,41059,20247
6338,12793,12584
6339,13939,30364
6340,8172,34316
6341,18325,35336
6342,21234,11600
6343,27546,47145
6344,38133,33223
6345,23809,25486
6346,43704,38289
6347,10672,19476
6348,7352,28084
6349,26247,28752
6350,5679,3060
6351,49716,27814
6352,26589,44199
6353,5897,46681
6354,44065,23420
6355,39158,8220
6356,2047,23705
6357,21349,23585
6358,9194,31316
6359,45943,31776
6359,51675,42029
6359,48357,46870
6359,51709,55238
6359,63988,61515
6359,49488,47491
6359,75384,41939
6359,59183,55750
6359,58831,57314
6359,62943,41630
6360,46310,36835
6361,15007,15517
6362,5566,33558
6362,23458,61987
6362,18763,48141
6362,27699,36339
6362,17829,48972
6362,9851,41024
6362,6738,46038
6362,29704,34788
6362,10262,43927
6362,32832,43786
6363,30487,38426
6364,6654,579
6365,27526,42460
6366,49343,24259
6367,15373,32625
6368,29545,391
6369,5759,23766
6370,25243,47259
6371,35746,31896
6372,46971,36458
6373,49231,33732
6374,25891,6484
6375,23670,26564
6376,44875,25988
6377,15637,40407
6378,31370,35882
6379,39556,788
6380,22364,10752
6381,33354,11114
6382,22246,49703
6383,39867,40837
6384,29025,34541
6385,44272,33486
6386,2679,22074
6387,32023,29282
6388,9321,27306
6389,45096,42570
6390,47770,36671
6391,49999,27740
6392,18861,2188
6393,4507,44008
6394,48275,23389
6395,4644,270
6396,44399,31477
6397,42371,22626
6398,41434,21508
6399,24781,2296
6400,36490,36793
6401,34001,29216
6402,33779,18342
6403,9967,21964
6404,4858,4999
6404,33207,5395
6404,21683,27655
6404,18797,18403
6404,24636,17599
6404,7767,13651
6404,9973,23412
6404,17755,24138
6404,20346,8419
6404,12467,21607
6405,45557,42198
6406,11798,49529
6407,28012,16261
6408,1554,3860
6409,43963,7466
6410,41630,10403
6411,183,37058
6412,2240,14469
6413,26254,37220
6414,29641,25400
6415,7337,36592
6416,37423,21799
6417,35636,32848
6418,14843,32956
